"OTU","Genus","Phylum","p_value","p_adj_BH","control","Prostate.cancer","in_top_panel"
"RSV_genus266","Prevotellaceae NK3B31 group","Bacteroidetes",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus267","Prevotellaceae UCG-001","Bacteroidetes",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus268","Prevotellaceae UCG-003","Bacteroidetes",0.0532129780109304,0.0768312909638584,-0.253425696019019,-0.221003813446089,FALSE
"RSV_genus269","Prevotellaceae UCG-004","Bacteroidetes",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus270","Prevotellaceae YAB2003 group","Bacteroidetes",0.0529923936320714,0.0768312909638584,-0.253611721373632,-0.221003813446089,FALSE
"RSV_genus271","Alistipes","Bacteroidetes",0.128776845423398,0.142582498564077,-0.144183997093122,-0.221003813446089,FALSE
"RSV_genus272","Blvii28 wastewater-sludge group","Bacteroidetes",0.0529923936320714,0.0768312909638584,-0.253506957326854,-0.221003813446089,FALSE
"RSV_genus274","Rikenellaceae RC9 gut group","Bacteroidetes",0.113473516375618,0.126445662012092,-0.0510545010237904,-0.100571656867082,FALSE
"RSV_genus275","dgA-11 gut group","Bacteroidetes",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus276","vadinBC27 wastewater-sludge group","Bacteroidetes",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus281","Algoriphagus","Bacteroidetes",0.0532129780109304,0.0768312909638584,-0.25032430020603,-0.221003813446089,FALSE
"RSV_genus283","Adhaeribacter","Bacteroidetes",0.0549405397592691,0.0768312909638584,-0.244410792087439,-0.221003813446089,FALSE
"RSV_genus284","Arcicella","Bacteroidetes",0.0534026603398356,0.0768312909638584,-0.251884835223339,-0.221003813446089,FALSE
"RSV_genus285","Chryseolinea","Bacteroidetes",0.0533077487051155,0.0768312909638584,-0.249836147962529,-0.221003813446089,FALSE
"RSV_genus286","Cytophaga","Bacteroidetes",0.0532129780109304,0.0768312909638584,-0.253002115971749,-0.221003813446089,FALSE
"RSV_genus287","Dyadobacter","Bacteroidetes",0.0544882234049055,0.0768312909638584,-0.249915456296011,-0.221003813446089,FALSE
"RSV_genus288","Emticicia","Bacteroidetes",0.0532129780109304,0.0768312909638584,-0.253077731181063,-0.221003813446089,FALSE
"RSV_genus289","Fibrisoma","Bacteroidetes",0.0535929070445008,0.0768312909638584,-0.25223920784057,-0.221003813446089,FALSE
"RSV_genus290","Flectobacillus","Bacteroidetes",0.0531183481039519,0.0768312909638584,-0.253611721373632,-0.221003813446089,FALSE
"RSV_genus291","Flexibacter","Bacteroidetes",0.0524598679302284,0.0768312909638584,-0.25401179868196,-0.221003813446089,FALSE
"RSV_genus292","Hymenobacter","Bacteroidetes",0.0572157888867068,0.0768312909638584,-0.241942530133642,-0.221003813446089,FALSE
"RSV_genus293","Larkinella","Bacteroidetes",0.0527099083103914,0.0768312909638584,-0.253025618710692,-0.221003813446089,FALSE
"RSV_genus295","Nibribacter","Bacteroidetes",0.0537200523293382,0.0768312909638584,-0.248644658048995,-0.221003813446089,FALSE
"RSV_genus296","Ohtaekwangia","Bacteroidetes",0.0545526492127753,0.0768312909638584,-0.249696421378409,-0.221003813446089,FALSE
