"OTU","Genus","Phylum","p_value","p_adj_BH","Normal","Elevated","Hypertension.Stage.1","Hypertension.Stage.2","Hypertensive.Crisis","in_top_panel"
"RSV_genus907","Asaia","Proteobacteria",0.102868752879766,0.144958891477256,-0.24592887431071,-0.248109675630718,-0.241753887540844,-0.247422861080103,-0.220530245519853,FALSE
"RSV_genus908","Belnapia","Proteobacteria",0.0998775988390424,0.144958891477256,-0.246308388147089,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus909","Craurococcus","Proteobacteria",0.0853719092385444,0.144958891477256,-0.246692516589708,-0.248109675630718,-0.239505757717472,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus910","Gluconacetobacter","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus911","Gluconobacter","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus913","Paracraurococcus","Proteobacteria",0.0967897369189824,0.144958891477256,-0.245892120986841,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus914","Roseococcus","Proteobacteria",0.130044028192076,0.153192125954802,-0.242392143543039,-0.242971960513568,-0.23736680151642,-0.241639211940336,-0.220530245519853,FALSE
"RSV_genus915","Roseomonas","Proteobacteria",0.125833713237413,0.150464765707289,-0.239097990580025,-0.232843658875399,-0.237572953400097,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus916","Saccharibacter","Proteobacteria",0.0994999211617544,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.245738503117099,-0.220530245519853,FALSE
"RSV_genus917","Stella","Proteobacteria",0.0967897369189824,0.144958891477256,-0.246046799359293,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus925","AEGEAN-169 marine group","Proteobacteria",0.092585964126484,0.144958891477256,-0.247722452964983,-0.243683416814077,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus926","Azospirillum","Proteobacteria",0.097666571656037,0.144958891477256,-0.242374430433384,-0.244648802859426,-0.237715147484548,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus927","Defluviicoccus","Proteobacteria",0.093983917407972,0.144958891477256,-0.247722452964983,-0.246178903540022,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus928","Dongia","Proteobacteria",0.111184045640994,0.144958891477256,-0.244826902016922,-0.248109675630718,-0.241753887540844,-0.229441455324998,-0.220530245519853,FALSE
"RSV_genus929","Magnetospirillum","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus930","Marispirillum","Proteobacteria",0.0964661029784016,0.144958891477256,-0.246412512205467,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus932","Skermanella","Proteobacteria",0.0979786017196606,0.144958891477256,-0.245189420251285,-0.243519373588929,-0.240375453050671,-0.237037099806885,-0.220530245519853,FALSE
"RSV_genus933","Telmatospirillum","Proteobacteria",0.0951108363969588,0.144958891477256,-0.247314350331748,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus934","Thalassospira","Proteobacteria",0.0940281498537312,0.144958891477256,-0.241657915812035,-0.236711019956491,-0.235666020208448,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus935","Candidatus Alysiosphaera","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus936","Geminicoccus","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus938","Reyranella","Proteobacteria",0.178447037570593,0.193920485648223,-0.225269564231167,-0.234610000810077,-0.230874194600206,-0.22085243844152,-0.220530245519853,FALSE
"RSV_genus940","Wolbachia","Proteobacteria",0.233596355046389,0.247171581819918,-0.200202353388786,-0.195798099771494,-0.219095384783882,-0.21545552949928,-0.220530245519853,FALSE
"RSV_genus946","Rickettsia","Proteobacteria",0.0964359172862005,0.144958891477256,-0.247314350331748,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus947","Candidatus Captivus","Proteobacteria",0.0935081280967273,0.144958891477256,-0.247124593413559,-0.243683416814077,-0.240375453050671,-0.247012670728422,-0.220530245519853,FALSE
"RSV_genus948","Candidatus Hepatincola","Proteobacteria",0.0296431441580862,0.144958891477256,-0.230742738793666,-0.244434108319276,-0.210746126710486,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus949","Candidatus Odyssella","Proteobacteria",0.0839835380842003,0.144958891477256,-0.246284413956473,-0.248109675630718,-0.235580762163394,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus957","Altererythrobacter","Proteobacteria",0.120233691376811,0.148180730751753,-0.23545133031735,-0.224494253757055,-0.240014496874445,-0.238999307405718,-0.220530245519853,FALSE
"RSV_genus958","Erythrobacter","Proteobacteria",0.0935670150592072,0.144958891477256,-0.239151686796494,-0.248109675630718,-0.222871762058885,-0.240425319738613,-0.220530245519853,FALSE
"RSV_genus960","Porphyrobacter","Proteobacteria",0.0738858476234483,0.144958891477256,-0.202525713723241,-0.199675909151004,-0.179455939021083,-0.241699487349937,-0.220530245519853,FALSE
"RSV_genus964","Blastomonas","Proteobacteria",0.110824437528657,0.144958891477256,-0.0551472496988776,-0.0325928575887429,-0.0218870350802802,-0.0453045534031164,-0.0858048321966534,FALSE
"RSV_genus966","Novosphingobium","Proteobacteria",0.232956276339179,0.246764881083762,-0.201251534547661,-0.213273222984157,-0.197556194449297,-0.219687797747854,-0.220530245519853,FALSE
"RSV_genus967","Polymorphobacter","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus968","Sandaracinobacter","Proteobacteria",0.0967787731166413,0.144958891477256,-0.245884132054738,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
