"OTU","Genus","Phylum","p_value","p_adj_BH","control","Gum.disease","in_top_panel"
"RSV_genus402","Chloronema","Chloroflexi",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus404","Roseiflexus","Chloroflexi",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus405","Herpetosiphon","Chloroflexi",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus424","Cyanobium","Cyanobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus425","Merismopedia","Cyanobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus426","Microcystis","Cyanobacteria",6.77771200160674e-62,2.87268876007016e-61,-0.223633154578761,-0.273878869653688,FALSE
"RSV_genus428","Synechococcus","Cyanobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus429","Chroococcidiopsis","Cyanobacteria",1.16878782545057e-61,2.87268876007016e-61,-0.224430792300924,-0.273878869653688,FALSE
"RSV_genus430","Pleurocapsa","Cyanobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus431","Aerosakkonema","Cyanobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus432","Leptolyngbya","Cyanobacteria",3.99367889988896e-62,2.87268876007016e-61,-0.222767747561053,-0.273878869653688,FALSE
"RSV_genus433","Microcoleus","Cyanobacteria",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus435","Oscillatoria","Cyanobacteria",7.14932970832368e-62,2.87268876007016e-61,-0.224724708079846,-0.273878869653688,FALSE
"RSV_genus436","Pseudanabaena","Cyanobacteria",6.77771200160674e-62,2.87268876007016e-61,-0.223761545574914,-0.273878869653688,FALSE
"RSV_genus437","Spirulina","Cyanobacteria",1.22420714058928e-61,2.87268876007016e-61,-0.224724708079846,-0.273878869653688,FALSE
"RSV_genus444","Mucispirillum","Deferribacteres",5.81481051705206e-62,2.87268876007016e-61,-0.223927070357683,-0.273878869653688,FALSE
"RSV_genus445","Deinobacterium","Deinococcus-Thermus",3.48863669076161e-61,5.50934136032921e-61,-0.223977134441106,-0.271588736298812,FALSE
"RSV_genus446","Deinococcus","Deinococcus-Thermus",8.54725901025904e-61,1.15358111117482e-60,-0.216386786273063,-0.267117706274206,FALSE
"RSV_genus448","Truepera","Deinococcus-Thermus",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus449","Meiothermus","Deinococcus-Thermus",8.08981607194942e-63,1.55235026471106e-61,-0.213151009835356,-0.273878869653688,FALSE
"RSV_genus450","Thermus","Deinococcus-Thermus",3.2080530377044e-61,5.16823235623497e-61,-0.217351590359688,-0.27031727675497,FALSE
"RSV_genus451","Elusimicrobium","Elusimicrobia",6.77771200160674e-62,2.87268876007016e-61,-0.224092595140451,-0.273878869653688,FALSE
"RSV_genus456","Fibrobacter","Fibrobacteres",1.28125490599324e-61,2.87268876007016e-61,-0.224724708079846,-0.273878869653688,FALSE
"RSV_genus458","Alicyclobacillus","Firmicutes",1.29171754372283e-58,1.52571288824055e-58,-0.219032281603044,-0.263445658326982,FALSE
"RSV_genus460","Tumebacillus","Firmicutes",5.69012557757058e-62,2.87268876007016e-61,-0.205894480874915,-0.264224085978146,FALSE
"RSV_genus461","Aeribacillus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus462","Anoxybacillus","Firmicutes",1.98563713440211e-61,3.40003041874239e-61,-0.22003964180485,-0.27134921488221,FALSE
"RSV_genus463","Bacillus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus464","Caldibacillus","Firmicutes",7.02286632179586e-60,8.64421683741455e-60,-0.225356821019241,-0.269157202661997,FALSE
"RSV_genus465","Geobacillus","Firmicutes",1.09727191539961e-60,1.46050675635948e-60,-0.199669746955818,-0.252845518699073,FALSE
"RSV_genus466","Halolactibacillus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus467","Marinococcus","Firmicutes",3.09888114442377e-61,5.00455211882526e-61,-0.225356821019241,-0.272441871517586,FALSE
"RSV_genus469","Oceanobacillus","Firmicutes",1.20934696673886e-60,1.60085023717833e-60,-0.225356821019241,-0.268756930102368,FALSE
"RSV_genus470","Paraliobacillus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus471","Paucisalibacillus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus472","Terribacillus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus473","Ureibacillus","Firmicutes",6.07078457187109e-61,8.39750517411113e-61,-0.225356821019241,-0.272141449877746,FALSE
"RSV_genus474","Thermicanus","Firmicutes",5.08802525581148e-61,7.68379400916757e-61,-0.196401388401124,-0.249635111044374,FALSE
"RSV_genus475","Gemella","Firmicutes",0.000295353755058987,0.000301285807221906,7.45753883176317,7.32711144448709,FALSE
"RSV_genus476","Exiguobacterium","Firmicutes",2.90179351143972e-60,3.68451412965702e-60,-0.222707125860444,-0.26727062745332,FALSE
"RSV_genus478","Brevibacillus","Firmicutes",4.4377177826751e-61,6.78668408919408e-61,-0.225356821019241,-0.27022320486599,FALSE
"RSV_genus479","Cohnella","Firmicutes",5.90985658392127e-61,8.39750517411113e-61,-0.225356821019241,-0.271737891731547,FALSE
"RSV_genus480","Paenibacillus","Firmicutes",7.38843188727856e-61,1.00703909198076e-60,-0.204352091601456,-0.256629392561332,FALSE
"RSV_genus481","Saccharibacillus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus482","Thermobacillus","Firmicutes",2.51930029801741e-61,4.19883383002902e-61,-0.223399860500448,-0.272141449877746,FALSE
"RSV_genus483","Chryseomicrobium","Firmicutes",3.91702876505987e-62,2.87268876007016e-61,-0.222285740421024,-0.273878869653688,FALSE
"RSV_genus484","Lysinibacillus","Firmicutes",4.0034201070885e-61,6.22109565755298e-61,-0.224430792300924,-0.270404030101804,FALSE
"RSV_genus486","Psychrobacillus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus487","Sporosarcina","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus488","Sporolactobacillus","Firmicutes",2.83641267008763e-61,4.63921733327891e-61,-0.215618445729172,-0.263349559519668,FALSE
"RSV_genus489","Aliicoccus","Firmicutes",5.80196960521032e-61,8.39750517411113e-61,-0.225356821019241,-0.270541664637364,FALSE
"RSV_genus490","Jeotgalicoccus","Firmicutes",3.5277533685845e-62,2.87268876007016e-61,-0.221359711702707,-0.273878869653688,FALSE
"RSV_genus491","Macrococcus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus493","Nosocomiicoccus","Firmicutes",2.69719283444873e-62,2.87268876007016e-61,-0.219814248922096,-0.273878869653688,FALSE
"RSV_genus494","Staphylococcus","Firmicutes",8.78193246010787e-37,9.58661179185984e-37,0.465064766911457,0.254253067699527,FALSE
"RSV_genus495","Kroppenstedtia","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus496","Laceyella","Firmicutes",4.4377177826751e-61,6.78668408919408e-61,-0.225356821019241,-0.27038599197027,FALSE
"RSV_genus497","Planifilum","Firmicutes",1.50595738919772e-62,2.23576750857815e-61,-0.220623310725565,-0.273878869653688,FALSE
"RSV_genus498","Thermoactinomyces","Firmicutes",3.72164297264201e-62,2.87268876007016e-61,-0.221648121468386,-0.273878869653688,FALSE
"RSV_genus499","Abiotrophia","Firmicutes",3.01654361448494e-07,3.13006944943868e-07,3.16743575385522,2.84117997500677,FALSE
"RSV_genus500","Aerococcus","Firmicutes",1.07213491782839e-57,1.25255471634915e-57,-0.216265819560475,-0.246684405386687,FALSE
"RSV_genus501","Eremococcus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus502","Facklamia","Firmicutes",2.26004750500364e-61,3.82622077601494e-61,-0.222114709625012,-0.26830893695276,FALSE
"RSV_genus503","Globicatella","Firmicutes",1.12625796979512e-61,2.87268876007016e-61,-0.224430792300924,-0.273878869653688,FALSE
"RSV_genus504","Ignavigranum","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus506","Alkalibacterium","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus507","Alloiococcus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus508","Atopostipes","Firmicutes",5.71736145989304e-57,6.65531219396476e-57,-0.201736027226909,-0.228170772531851,FALSE
"RSV_genus509","Desemzia","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus510","Dolosigranulum","Firmicutes",6.18365132278708e-61,8.47616978194536e-61,-0.187495727155864,-0.247905501701367,FALSE
"RSV_genus511","Granulicatella","Firmicutes",7.25745051539982e-08,7.5386864880095e-08,6.87200628350604,6.70402902002368,FALSE
"RSV_genus512","Marinilactibacillus","Firmicutes",3.49400716323469e-61,5.50934136032921e-61,-0.223927070357683,-0.269227542731509,FALSE
"RSV_genus514","Trichococcus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus515","Catellicoccus","Firmicutes",2.85130079179477e-60,3.6299541742506e-60,-0.218558123470887,-0.264012343778321,FALSE
"RSV_genus516","Enterococcus","Firmicutes",1.0653373252195e-61,2.87268876007016e-61,-0.223578315580024,-0.273878869653688,FALSE
"RSV_genus518","Tetragenococcus","Firmicutes",1.03692048874017e-61,2.87268876007016e-61,-0.224430792300924,-0.272141449877746,FALSE
"RSV_genus519","Lactobacillus","Firmicutes",9.45169594159395e-10,9.86041792825747e-10,1.6180506303003,2.61881254264132,TRUE
"RSV_genus521","Pediococcus","Firmicutes",1.61372610839265e-61,2.87845784583902e-61,-0.220544368768423,-0.272141449877746,FALSE
"RSV_genus522","Fructobacillus","Firmicutes",1.76609302980524e-61,3.13286723118024e-61,-0.225356821019241,-0.272279084413306,FALSE
"RSV_genus523","Leuconostoc","Firmicutes",5.9042884600741e-60,7.32344262721273e-60,-0.203083920907838,-0.251405117961245,FALSE
"RSV_genus524","Oenococcus","Firmicutes",1.79907674648766e-61,3.1821393004127e-61,-0.221516451979071,-0.269198738390242,FALSE
"RSV_genus525","Weissella","Firmicutes",5.86916670457555e-61,8.39750517411113e-61,-0.191293647865494,-0.253398000084338,FALSE
"RSV_genus528","Lactococcus","Firmicutes",7.86224724766339e-53,8.93647655358678e-53,-0.0721132282041445,-0.127384005885244,FALSE
"RSV_genus530","Streptococcus","Firmicutes",7.54466793202414e-07,7.80343467781703e-07,9.58877355924852,9.51793629128019,FALSE
"RSV_genus533","Catabacter","Firmicutes",6.48367483999922e-60,8.00095424629059e-60,-0.213415073840301,-0.260101625229196,FALSE
"RSV_genus534","Christensenella","Firmicutes",8.56037389389166e-61,1.15373754296166e-60,-0.22197010983889,-0.27048006385925,FALSE
"RSV_genus535","Christensenellaceae R-7 group","Firmicutes",1.80994391573881e-27,1.94715259608467e-27,-0.0507210772269628,0.0284672077826512,FALSE
"RSV_genus537","Candidatus Arthromitus","Firmicutes",2.29690443528468e-61,3.87502234274425e-61,-0.225356821019241,-0.271204108695158,FALSE
"RSV_genus538","Clostridium sensu stricto 1","Firmicutes",1.72054832800498e-65,1.10688609101654e-63,-0.175767721684841,-0.258662849082929,FALSE
"RSV_genus539","Clostridium sensu stricto 10","Firmicutes",1.18098008222261e-60,1.56544749910002e-60,-0.218803187353546,-0.263819939845661,FALSE
"RSV_genus540","Clostridium sensu stricto 12","Firmicutes",1.57924904649902e-61,2.87268876007016e-61,-0.224559183297077,-0.273878869653688,FALSE
"RSV_genus541","Clostridium sensu stricto 13","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus542","Clostridium sensu stricto 18","Firmicutes",4.35042817491116e-60,5.45215998544061e-60,-0.214669477620953,-0.264186086322415,FALSE
"RSV_genus543","Clostridium sensu stricto 2","Firmicutes",1.18423111703819e-61,2.87268876007016e-61,-0.224559183297077,-0.273878869653688,FALSE
"RSV_genus544","Clostridium sensu stricto 3","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus545","Clostridium sensu stricto 5","Firmicutes",1.49277469214139e-61,2.87268876007016e-61,-0.224559183297077,-0.273878869653688,FALSE
"RSV_genus546","Clostridium sensu stricto 7","Firmicutes",1.44850744969741e-62,2.18407763899688e-61,-0.222513528486094,-0.273878869653688,FALSE
"RSV_genus547","Clostridium sensu stricto 8","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus548","Fonticella","Firmicutes",2.41854634884064e-61,4.06602304291152e-61,-0.22188278711825,-0.271660203002092,FALSE
"RSV_genus550","Oxobacter","Firmicutes",1.53836931505623e-61,2.87268876007016e-61,-0.224031973439843,-0.273878869653688,FALSE
"RSV_genus551","Proteiniclasticum","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus552","Sarcina","Firmicutes",8.36557659557094e-63,1.55245796437038e-61,-0.211639872318511,-0.26984155842418,FALSE
"RSV_genus553","Thermobrachium","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus555","Defluviitaleaceae UCG-011","Firmicutes",9.44322819423187e-77,1.13908940092922e-74,0.323896170644238,1.87235074313302,TRUE
"RSV_genus556","Acetobacterium","Firmicutes",2.49805083153381e-61,4.17784931097076e-61,-0.224160364435996,-0.27134921488221,FALSE
"RSV_genus557","Anaerofustis","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus558","Eubacterium","Firmicutes",2.94213852283452e-62,2.87268876007016e-61,-0.222280234407781,-0.273878869653688,FALSE
"RSV_genus560","Pseudoramibacter","Firmicutes",5.77702287111928e-57,6.71665912124109e-57,-0.0328356265760569,1.06986891070084,TRUE
"RSV_genus561","Anaerococcus","Firmicutes",1.62561236329673e-47,1.81145026626022e-47,-0.00775788007356651,-0.123902363698258,FALSE
"RSV_genus562","Ezakiella","Firmicutes",1.35691250915384e-10,1.41865717370906e-10,-0.156379421977417,0.156594645462352,FALSE
"RSV_genus563","Finegoldia","Firmicutes",4.37487167866961e-54,5.00207484587225e-54,-0.0823654987022954,-0.168051792055777,FALSE
"RSV_genus564","Gallicola","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus565","Helcococcus","Firmicutes",1.47559905484381e-61,2.87268876007016e-61,-0.223552739191894,-0.273878869653688,FALSE
"RSV_genus566","Murdochiella","Firmicutes",4.79807171332378e-26,5.14459911484161e-26,-0.206970256737574,-0.0432050781298234,FALSE
"RSV_genus568","Parvimonas","Firmicutes",3.43435508338717e-66,2.3672518967633e-64,4.08020645189358,5.23689374934738,TRUE
"RSV_genus569","Peptoniphilus","Firmicutes",5.28614081926931e-26,5.66162695959476e-26,0.0812759586644168,0.118215200394226,FALSE
"RSV_genus570","Sedimentibacter","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus571","Tepidimicrobium","Firmicutes",7.10522378037118e-62,2.87268876007016e-61,-0.224724708079846,-0.273878869653688,FALSE
"RSV_genus572","Tissierella","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus573","Acidaminobacter","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus574","Fusibacter","Firmicutes",3.9835917090771e-58,4.6709185896226e-58,-0.225356821019241,-0.264457531404354,FALSE
"RSV_genus575","Guggenheimella","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus576","Anaerovorax","Firmicutes",6.00128762463019e-61,8.39750517411113e-61,-0.225356821019241,-0.27264110683126,FALSE
"RSV_genus577","Family XIII AD3011 group","Firmicutes",3.19999374606147e-19,3.40087441073714e-19,-0.183184855127427,-0.0132887670891045,FALSE
"RSV_genus578","Family XIII UCG-001","Firmicutes",1.47592260873498e-52,1.67363727077469e-52,0.507488588391237,1.4556811132542,TRUE
"RSV_genus579","Incertae Sedis","Firmicutes",2.95130875007762e-71,2.8480129438249e-69,0.30075984517542,2.17656301320125,TRUE
"RSV_genus580","Mogibacterium","Firmicutes",2.68916443641904e-27,2.8898036538356e-27,4.0281273839489,4.6924258297956,FALSE
"RSV_genus582","[Eubacterium] brachy group","Firmicutes",8.75383060550116e-46,9.72088208781199e-46,2.38184504905995,3.49065274976846,TRUE
"RSV_genus583","[Eubacterium] nodatum group","Firmicutes",3.67853350409052e-27,3.94859269348983e-27,3.41618631233054,4.16315909501825,TRUE
"RSV_genus584","Lutispora","Firmicutes",6.78820769394364e-62,2.87268876007016e-61,-0.224430792300924,-0.273878869653688,FALSE
"RSV_genus585","Acetatifactor","Firmicutes",1.659157920886e-61,2.95403578165126e-61,-0.225356821019241,-0.270756987902379,FALSE
"RSV_genus586","Acetitomaculum","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus587","Anaerosporobacter","Firmicutes",1.43517666096679e-61,2.87268876007016e-61,-0.224559183297077,-0.273878869653688,FALSE
"RSV_genus588","Anaerostipes","Firmicutes",4.77200898386009e-68,3.83749055785416e-66,-0.160966953499013,-0.256136405479456,FALSE
"RSV_genus589","Blautia","Firmicutes",2.72094967241267e-65,1.64107277117389e-63,-0.101862117523248,-0.22000909277275,FALSE
"RSV_genus590","Butyrivibrio","Firmicutes",5.2629018559392e-61,7.91074811679335e-61,-0.219489359229203,-0.268531582674322,FALSE
"RSV_genus591","Butyrivibrio 2","Firmicutes",0.00175634308643999,0.00178783869031074,1.23524809575498,1.26488924283894,FALSE
"RSV_genus592","Catonella","Firmicutes",4.32837123503263e-07,4.4864427946364e-07,2.84425059656213,3.18875873102016,FALSE
"RSV_genus593","Cellulosilyticum","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus594","Coprococcus 1","Firmicutes",8.54981775272326e-59,1.01358404562383e-58,-0.209330771239277,-0.237262843836664,FALSE
"RSV_genus595","Coprococcus 2","Firmicutes",1.53961657786495e-63,5.50270369496178e-62,-0.206115961346407,-0.264096676883418,FALSE
"RSV_genus596","Coprococcus 3","Firmicutes",5.3316563480827e-60,6.63877209793523e-60,-0.210612534381729,-0.255869138215978,FALSE
"RSV_genus597","Dorea","Firmicutes",3.20442249535216e-63,9.02359744224481e-62,-0.199790015370513,-0.268412358216622,FALSE
"RSV_genus598","Eisenbergiella","Firmicutes",1.74296858801904e-59,2.09721282722989e-59,-0.216377494605768,-0.258878237930829,FALSE
"RSV_genus599","Fusicatenibacter","Firmicutes",2.44055788958725e-63,7.35980738578657e-62,-0.187211014739153,-0.255469821782949,FALSE
"RSV_genus600","Howardella","Firmicutes",3.66433101766201e-10,3.82692579225523e-10,0.000482957989814988,0.526253155291138,FALSE
"RSV_genus601","Hungatella","Firmicutes",1.59091651165737e-58,1.87452311813109e-58,-0.210253100540833,-0.24792837108507,FALSE
"RSV_genus602","Incertae Sedis","Firmicutes",1.44987399322986e-60,1.90357605913852e-60,-0.162582294215479,-0.223388010035813,FALSE
"RSV_genus603","Johnsonella","Firmicutes",0.000108277018531167,0.000110803099557345,0.988566192255704,1.52545389721818,FALSE
"RSV_genus604","Lachnoanaerobaculum","Firmicutes",0.644674017349689,0.645342766330343,4.23387730660485,4.3202069879763,FALSE
"RSV_genus605","Lachnoclostridium","Firmicutes",9.31028437823755e-46,1.03269246264359e-45,-0.0355242526393256,-0.0514746344678468,FALSE
"RSV_genus606","Lachnoclostridium 10","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus607","Lachnoclostridium 5","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus608","Lachnospira","Firmicutes",1.52121312527985e-64,7.3398533294753e-63,-0.169861520691943,-0.255902176010044,FALSE
"RSV_genus609","Lachnospiraceae AC2044 group","Firmicutes",9.66551832729029e-47,1.07456511357548e-46,0.156440442830875,0.0537325565730762,FALSE
"RSV_genus610","Lachnospiraceae FCS020 group","Firmicutes",3.32872960594135e-61,5.31763614997034e-61,-0.220150601511284,-0.271660203002092,FALSE
"RSV_genus611","Lachnospiraceae FE2018 group","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus612","Lachnospiraceae NC2004 group","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus613","Lachnospiraceae ND3007 group","Firmicutes",3.47592265242184e-63,9.17252995762272e-62,-0.191196574771313,-0.264527878361893,FALSE
"RSV_genus614","Lachnospiraceae NK3A20 group","Firmicutes",2.22808037968298e-60,2.86679675519211e-60,-0.225356821019241,-0.26985131652287,FALSE
"RSV_genus615","Lachnospiraceae NK4A136 group","Firmicutes",1.27199296591037e-62,2.04578868683917e-61,-0.175627948376932,-0.243686798801428,FALSE
"RSV_genus616","Lachnospiraceae UCG-001","Firmicutes",4.24585423687338e-62,2.87268876007016e-61,-0.207920916454556,-0.259985471438341,FALSE
"RSV_genus617","Lachnospiraceae UCG-002","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus618","Lachnospiraceae UCG-003","Firmicutes",5.52516081822093e-62,2.87268876007016e-61,-0.222232916744814,-0.273878869653688,FALSE
"RSV_genus619","Lachnospiraceae UCG-004","Firmicutes",5.76644515418484e-61,8.39750517411113e-61,-0.218981020070711,-0.268128024528123,FALSE
"RSV_genus620","Lachnospiraceae UCG-005","Firmicutes",1.54074454725283e-61,2.87268876007016e-61,-0.180968000592291,-0.240457297636471,FALSE
"RSV_genus621","Lachnospiraceae UCG-008","Firmicutes",1.41975650741526e-61,2.87268876007016e-61,-0.224430792300924,-0.273878869653688,FALSE
"RSV_genus622","Lachnospiraceae UCG-010","Firmicutes",6.71946746455844e-63,1.40962741376063e-61,-0.217270175191521,-0.273878869653688,FALSE
"RSV_genus623","Lactonifactor","Firmicutes",3.85675327303127e-65,2.06764828248621e-63,-0.160589929729183,-0.257500203657058,FALSE
"RSV_genus624","Marvinbryantia","Firmicutes",2.35818024134991e-62,2.87268876007016e-61,-0.20601847552117,-0.269336372925802,FALSE
"RSV_genus625","Moryella","Firmicutes",0.00362027419826448,0.00367743642244761,-0.184574264017963,0.209181981725062,FALSE
"RSV_genus627","Oribacterium","Firmicutes",0.45454091391331,0.455484924118738,4.52012481227812,4.55439112538399,FALSE
"RSV_genus628","Pseudobutyrivibrio","Firmicutes",2.47507322279746e-61,4.14660704861032e-61,-0.221205359581537,-0.27134921488221,FALSE
"RSV_genus629","Roseburia","Firmicutes",2.19896473201676e-62,2.86756887350834e-61,-0.188492733900431,-0.257871781596923,FALSE
"RSV_genus630","Shuttleworthia","Firmicutes",1.86401250602395e-16,1.97017751184349e-16,0.643727356672941,1.47340773391197,TRUE
"RSV_genus631","Stomatobaculum","Firmicutes",1.14016814369865e-06,1.17801098358586e-06,4.23592176393703,4.54103171953215,FALSE
"RSV_genus632","Syntrophococcus","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus633","Tyzzerella","Firmicutes",4.7633044067444e-60,5.95413050843051e-60,-0.221986318628859,-0.26740826198888,FALSE
"RSV_genus634","Tyzzerella 3","Firmicutes",5.03486562657786e-62,2.87268876007016e-61,-0.221525236485476,-0.273878869653688,FALSE
"RSV_genus635","Tyzzerella 4","Firmicutes",1.10899560550877e-61,2.87268876007016e-61,-0.222225395409044,-0.271079321246609,FALSE
"RSV_genus636","[Eubacterium] hallii group","Firmicutes",1.41210844962964e-61,2.87268876007016e-61,-0.203769289800193,-0.251350013302607,FALSE
"RSV_genus637","[Eubacterium] ruminantium group","Firmicutes",1.92832543562382e-61,3.35285413581438e-61,-0.22388101586535,-0.268276403563294,FALSE
"RSV_genus638","[Eubacterium] ventriosum group","Firmicutes",2.97889487993761e-62,2.87268876007016e-61,-0.212801426114419,-0.270460439835394,FALSE
"RSV_genus639","[Ruminococcus] gauvreauii group","Firmicutes",2.00872457484384e-61,3.4308304685386e-61,-0.223460482201057,-0.263951064420085,FALSE
"RSV_genus641","Desulfotomaculum","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus643","Pelotomaculum","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus644","Peptococcus","Firmicutes",1.36512309538509e-39,1.49528239165337e-39,1.85391898481671,2.89047359772122,TRUE
"RSV_genus645","Acetoanaerobium","Firmicutes",4.62720344551901e-62,2.87268876007016e-61,-0.223504763582608,-0.273878869653688,FALSE
"RSV_genus646","Filifactor","Firmicutes",6.28243974873318e-103,2.02085145250917e-100,1.31260345549576,3.5016886536419,TRUE
"RSV_genus647","Intestinibacter","Firmicutes",1.26065238376302e-61,2.87268876007016e-61,-0.221532660769041,-0.271041321590878,FALSE
"RSV_genus649","Peptoclostridium","Firmicutes",6.80481294978744e-24,7.24795198294137e-24,1.20327703056305,2.01143466565448,TRUE
"RSV_genus650","Peptostreptococcus","Firmicutes",2.58030040604837e-21,2.74530307809997e-21,3.78935987771204,4.49377867435695,TRUE
"RSV_genus651","Romboutsia","Firmicutes",1.94174849908591e-61,3.35804175917188e-61,-0.193763970426502,-0.253925628229191,FALSE
"RSV_genus652","Terrisporobacter","Firmicutes",1.02574425337112e-60,1.36718674655128e-60,-0.224325889218764,-0.26913493574383,FALSE
"RSV_genus653","Acetanaerobacterium","Firmicutes",1.60627558427591e-61,2.87268876007016e-61,-0.225356821019241,-0.273878869653688,FALSE
"RSV_genus654","Anaerofilum","Firmicutes",5.36423405580473e-60,6.66214396892093e-60,-0.210391415011961,-0.256926196391782,FALSE
"RSV_genus655","Anaerotruncus","Firmicutes",3.46001594173852e-62,2.87268876007016e-61,-0.199461798646733,-0.256898316349852,FALSE
"RSV_genus656","Candidatus Soleaferrea","Firmicutes",7.31922804061887e-51,8.24160450314727e-51,-0.213757033405306,-0.217423128604812,FALSE
"RSV_genus657","Ethanoligenens","Firmicutes",6.57519063970627e-61,9.00008364158377e-61,-0.22253445348274,-0.268664011031033,FALSE
