"OTU","Genus","Phylum","p_value","p_adj_BH","control","Lung.cancer","in_top_panel"
"RSV_genus1284","Thermomonas","Proteobacteria",0.0548192354994274,0.0731166981223238,-0.240074978178043,-0.165979347765884,FALSE
"RSV_genus1285","Xanthomonas","Proteobacteria",0.0943561540723925,0.106371131635349,-0.142847107143575,-0.165979347765884,FALSE
"RSV_genus1286","Xylella","Proteobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1287","Acidibacter","Proteobacteria",0.0530072041181806,0.0731166981223238,-0.252920854663914,-0.165979347765884,FALSE
"RSV_genus1288","Candidatus Competibacter","Proteobacteria",0.0529179321111008,0.0731166981223238,-0.253303164250403,-0.165979347765884,FALSE
"RSV_genus1290","Steroidobacter","Proteobacteria",0.0550032463690546,0.0731166981223238,-0.240321738835217,-0.165979347765884,FALSE
"RSV_genus1299","Candidatus Saccharimonas","Saccharibacteria",0.326734041747131,0.342343485652532,0.443101852132669,0.370499956378816,FALSE
"RSV_genus1301","Turneriella","Spirochaetae",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1304","Sphaerochaeta","Spirochaetae",0.0540883178653406,0.0731166981223238,-0.250924991982435,-0.165979347765884,FALSE
"RSV_genus1305","Spirochaeta 2","Spirochaetae",0.0647763986027359,0.0766044419750492,-0.207378984837787,-0.165979347765884,FALSE
"RSV_genus1306","Treponema","Spirochaetae",0.0531861256655777,0.0731166981223238,-0.252177511499726,-0.165979347765884,FALSE
"RSV_genus1307","Treponema 2","Spirochaetae",0.17386205584685,0.188725403703274,4.09582705162914,1.65811087679127,FALSE
"RSV_genus1308","Candidatus Tammella","Synergistetes",0.0571566277090272,0.0731166981223238,-0.244590650256985,-0.165979347765884,FALSE
"RSV_genus1309","Fretibacterium","Synergistetes",0.619896372172721,0.631678985371358,2.06708709212266,0.932632940902226,FALSE
"RSV_genus1310","Jonquetella","Synergistetes",0.0546357382598572,0.0731166981223238,-0.250310862720392,-0.165979347765884,FALSE
"RSV_genus1311","Pyramidobacter","Synergistetes",0.0135465069364796,0.0731166981223238,-0.124559766355934,0.482657368585887,FALSE
"RSV_genus1312","Synergistes","Synergistetes",0.0532757754656589,0.0731166981223238,-0.251973043416483,-0.165979347765884,FALSE
"RSV_genus1314","Acholeplasma","Tenericutes",0.219384559984645,0.234707428364947,0.260616512290729,-0.165979347765884,FALSE
"RSV_genus1315","Anaeroplasma","Tenericutes",0.0532757754656589,0.0731166981223238,-0.252373120724811,-0.165979347765884,FALSE
"RSV_genus1316","Entomoplasma","Tenericutes",0.0538163288258101,0.0731166981223238,-0.250289897734295,-0.165979347765884,FALSE
"RSV_genus1317","Mesoplasma","Tenericutes",0.0537259199295966,0.0731166981223238,-0.25051238684209,-0.165979347765884,FALSE
"RSV_genus1318","Spiroplasma","Tenericutes",0.0551877719154787,0.0731166981223238,-0.244628462042563,-0.165979347765884,FALSE
"RSV_genus1319","Candidatus Phytoplasma","Tenericutes",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1321","Candidatus Bacilloplasma","Tenericutes",0.0556513443684545,0.0731166981223238,-0.241600308036931,-0.165979347765884,FALSE
"RSV_genus1322","Mycoplasma","Tenericutes",0.447576459927826,0.462927421040034,2.16300066625469,3.22582774157404,FALSE
"RSV_genus1324","Ureaplasma","Tenericutes",0.056682630503642,0.0731166981223238,-0.240785212770483,-0.165979347765884,FALSE
"RSV_genus1327","AUTHM297","Thermotogae",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1328","Thermotoga","Thermotogae",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1333","Opitutus","Verrucomicrobia",0.0660528965432718,0.0775438505647899,-0.210366026590074,-0.165979347765884,FALSE
"RSV_genus1334","Lentimonas","Verrucomicrobia",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1335","Chthoniobacter","Verrucomicrobia",0.053997527663361,0.0731166981223238,-0.246881104501144,-0.165979347765884,FALSE
"RSV_genus1341","Candidatus Methylacidiphilum","Verrucomicrobia",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1344","Akkermansia","Verrucomicrobia",0.11384366546955,0.126858126071727,-0.0600170169011681,-0.165979347765884,FALSE
"RSV_genus1345","Luteolibacter","Verrucomicrobia",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus1347","Prosthecobacter","Verrucomicrobia",0.0532757754656589,0.0731166981223238,-0.252854459340974,-0.165979347765884,FALSE
"RSV_genus1348","Roseimicrobium","Verrucomicrobia",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
