"OTU","Genus","Phylum","p_value","p_adj_BH","Underweight","Healthy.weight","Overweight","Class.1.Obesity","Class.2.3.Obesity","in_top_panel"
"RSV_genus589","Blautia","Firmicutes",0.839945366782701,0.855125102326967,3.46105426356589e-06,0.000109746660852713,0.000120284260754467,0.000111021775423729,5.47233350189633e-05,FALSE
"RSV_genus591","Butyrivibrio 2","Firmicutes",0.0655621570960388,0.156056402101839,0.000141359519379845,0.000199233904392765,0.000197532,0.000213026977754237,0.000178935018963338,FALSE
"RSV_genus592","Catonella","Firmicutes",0.221272333593059,0.359567542088721,0.000652101658914729,0.000746635383720929,0.000739713289212442,0.000761128334745762,0.00079852013147914,FALSE
"RSV_genus600","Howardella","Firmicutes",0.490791784496737,0.601042112898178,3.04727131782946e-05,2.39209121447028e-05,2.03402005294507e-05,1.99461016949153e-05,2.2553600505689e-05,FALSE
"RSV_genus602","Incertae Sedis","Firmicutes",0.605445398535476,0.682135149016636,1.58386046511628e-06,1.74591169250646e-05,3.71673580410324e-05,3.00576959745763e-05,7.33730847029077e-06,FALSE
"RSV_genus603","Johnsonella","Firmicutes",0.417255265831552,0.548881676302604,0.000247618379844961,0.00027611234754522,0.000275406509596294,0.000221022065677966,0.000247372781289507,FALSE
"RSV_genus604","Lachnoanaerobaculum","Firmicutes",0.340454576986482,0.496719534680918,0.00244704781395349,0.00241171848643411,0.00226879288285903,0.00232977771504237,0.00248947909987358,FALSE
"RSV_genus605","Lachnoclostridium","Firmicutes",0.167816418722668,0.286474492566978,1.05932325581395e-05,9.6324753875969e-05,0.000200121028457975,0.000133959617584746,4.09738571428571e-05,FALSE
"RSV_genus609","Lachnospiraceae AC2044 group","Firmicutes",0.0152637761100568,0.0548310151044051,6.58666744186047e-05,9.47486401808785e-05,4.74785301125083e-05,8.68897097457627e-05,8.12823400758534e-05,FALSE
"RSV_genus625","Moryella","Firmicutes",0.0364034611651165,0.0992287893049144,6.55221705426357e-06,1.1167076873385e-05,1.64753421575116e-05,1.76929639830508e-05,1.6928417193426e-05,FALSE
"RSV_genus627","Oribacterium","Firmicutes",0.151977974098651,0.269919614533058,0.00286888403875969,0.00302758389147287,0.00302935413765718,0.00305849390572034,0.00302385055499368,FALSE
"RSV_genus630","Shuttleworthia","Firmicutes",0.0147006271701206,0.0548310151044051,0.000186867604651163,0.000175023034237726,0.000213577839179351,0.000244816433262712,0.000228793750948167,FALSE
"RSV_genus631","Stomatobaculum","Firmicutes",0.054541750596151,0.135552291922787,0.00212082079069767,0.00250022827648579,0.00272054914890801,0.00267869576483051,0.00263920371807838,FALSE
"RSV_genus644","Peptococcus","Firmicutes",0.376409146990306,0.539094456282727,0.000392082457364341,0.000577238952196382,0.000728571536730641,0.000680233592161018,0.00073165803034134,FALSE
"RSV_genus646","Filifactor","Firmicutes",0.000385881823703962,0.00310542991456998,0.000911688434108527,0.00120975145671835,0.00153377650694904,0.00155014429766949,0.00166366008217446,TRUE
"RSV_genus649","Peptoclostridium","Firmicutes",0.094294166019472,0.204304026375523,0.000245329418604651,0.000304050613049095,0.000302994966909332,0.000273327400423729,0.000293416361567636,FALSE
"RSV_genus650","Peptostreptococcus","Firmicutes",0.116518910906201,0.239114811141217,0.00320560056589147,0.00316971689341085,0.00352846111317008,0.00365849594597458,0.0036174694386852,FALSE
"RSV_genus656","Candidatus Soleaferrea","Firmicutes",0.421604828872318,0.548881676302604,4.84714728682171e-06,7.32570865633075e-06,6.05777299801456e-06,4.2982531779661e-06,2.0341605562579e-06,FALSE
"RSV_genus658","Faecalibacterium","Firmicutes",0.0424739873981135,0.112157872973143,1.04368682170543e-05,0.000344809297803617,0.000445202947716744,0.000190849827330508,0.000153415739570164,FALSE
"RSV_genus659","Fastidiosipila","Firmicutes",0.527205684728589,0.618734449438414,8.1454496124031e-06,1.17223133074935e-05,4.44026009265387e-06,3.70192055084746e-06,2.79767509481669e-06,FALSE
"RSV_genus673","Ruminococcaceae UCG-002","Firmicutes",0.0306668595621153,0.0851048344815575,0.000456577031007752,0.00030815475,0.000150360827928524,6.73518908898305e-05,8.68751731984829e-05,FALSE
"RSV_genus674","Ruminococcaceae UCG-003","Firmicutes",0.153327118314636,0.269919614533058,9.5098007751938e-05,9.97792700258398e-06,1.40138643282594e-05,1.05642891949153e-05,4.68329962073325e-07,FALSE
"RSV_genus683","Ruminococcaceae UCG-014","Firmicutes",0.0973077121742538,0.208164599461378,0.00146144528682171,0.0016840948875969,0.00187708311647915,0.00159874006779661,0.00158135141719342,FALSE
"RSV_genus684","Ruminococcus 1","Firmicutes",0.790794111019073,0.819903096700757,5.45551162790698e-06,8.36114541343669e-05,0.000136684920582396,2.92823887711864e-05,1.17868659924147e-05,FALSE
"RSV_genus685","Ruminococcus 2","Firmicutes",0.171609256680841,0.287148162168932,1.42117441860465e-05,8.81651937984496e-05,0.000147847287227002,0.000185696445974576,5.82891668773704e-05,FALSE
"RSV_genus687","Subdoligranulum","Firmicutes",0.7425095453189,0.78040681290696,0.00073140007751938,8.94518636950904e-05,0.000101629523494375,6.37097944915254e-05,2.93774424778761e-05,FALSE
"RSV_genus689","Pelospora","Firmicutes",0.0301083929494355,0.0851048344815575,0,5.5131511627907e-06,6.65592521508935e-06,2.92247775423729e-06,3.04825916561315e-06,FALSE
"RSV_genus698","Bulleidia","Firmicutes",0.0681940735050187,0.160066644754835,0.000433531651162791,0.000370279365633076,0.000416730260092654,0.000361671256355932,0.000435469644753477,FALSE
"RSV_genus703","Eggerthia","Firmicutes",1.95822558639141e-05,0.000275783436750124,7.10597751937985e-05,0.000101995650516796,0.000124851173395103,0.000113237056144068,0.000166289709228824,TRUE
"RSV_genus708","Erysipelotrichaceae UCG-004","Firmicutes",0.837095813459009,0.855125102326967,1.25116279069767e-06,2.3834819121447e-06,1.13639377895433e-06,6.97469279661017e-07,3.92161820480405e-07,FALSE
"RSV_genus709","Erysipelotrichaceae UCG-006","Firmicutes",0.408398557870099,0.548881676302604,4.52309069767442e-05,6.38167202842377e-05,6.57985771012575e-05,6.48039629237288e-05,7.82277319848293e-05,FALSE
"RSV_genus713","Incertae Sedis","Firmicutes",0.710406097766476,0.764704653009774,2.15137209302326e-06,1.42155794573643e-05,2.88803633355394e-05,2.5403406779661e-05,1.524199494311e-05,FALSE
"RSV_genus716","Solobacterium","Firmicutes",0.458699445491478,0.574223750281925,0.00290513911627907,0.00287177851744186,0.00294107993183322,0.0029246853125,0.00313600878002529,FALSE
"RSV_genus722","Phascolarctobacterium","Firmicutes",0.125325865530815,0.240859473913731,2.68810852713178e-06,2.34626350129199e-05,3.58997968232958e-05,3.13490402542373e-05,2.42892705436157e-05,FALSE
"RSV_genus726","Anaeroglobus","Firmicutes",0.00111641478848478,0.00650600342254926,0.00127277314728682,0.000975603864987079,0.000892592878888153,0.000791529590042373,0.000957870610619469,TRUE
"RSV_genus728","Centipeda","Firmicutes",0.496210072182923,0.603047339211217,2.53689689922481e-05,5.09058804909561e-05,7.0211849106552e-05,5.63620286016949e-05,7.71025777496839e-05,FALSE
"RSV_genus729","Dialister","Firmicutes",0.000689131666824248,0.00431345376641844,0.00150935811627907,0.00216346885594315,0.00237813456254136,0.00247352759427966,0.00250464798103666,TRUE
"RSV_genus731","Megasphaera","Firmicutes",0.395880138822411,0.548391339844159,0.00541180804651163,0.0055282633255814,0.00521480487756453,0.00495164894279661,0.00488964296333755,FALSE
"RSV_genus735","Selenomonas","Firmicutes",0.0734179456700793,0.166560114136174,0.000510663503875969,0.000633177705426356,0.000673289214427531,0.000690085264830509,0.000644694747155499,FALSE
"RSV_genus736","Selenomonas 3","Firmicutes",0.000127696483468141,0.00154147897900828,0.00124299057364341,0.00161646639728682,0.00148389832031767,0.00140079028495763,0.00131772997471555,TRUE
"RSV_genus737","Selenomonas 4","Firmicutes",0.45197506436655,0.5700282528205,8.56923023255814e-05,8.77866666666667e-05,9.65216790205162e-05,9.22599851694915e-05,0.000100283639696587,FALSE
"RSV_genus740","Veillonella","Firmicutes",0.145485803395876,0.264978249778028,0.0606437734186046,0.0591001711918605,0.056881315393117,0.0588314932563559,0.0597444869026549,FALSE
"RSV_genus742","Fusobacterium","Fusobacteria",0.0440016152798015,0.114404199727484,0.0238378706124031,0.025453108135013,0.0269754345751158,0.0262929588633475,0.0263044789039191,FALSE
"RSV_genus746","Leptotrichia","Fusobacteria",0.000256840501626069,0.00241144693193365,0.0129102103333333,0.018429713752584,0.019568681145599,0.0181453754639831,0.0174448533059419,TRUE
"RSV_genus749","Sneathia","Fusobacteria",0.296144726430907,0.463411655248364,0.000170986798449612,5.52157312661499e-05,3.41826141628061e-05,4.81284713983051e-05,5.66808824273072e-05,FALSE
"RSV_genus750","Streptobacillus","Fusobacteria",0.0102453027773008,0.0432864042340959,0.000530266186046512,0.000855802101421188,0.000543960780939775,0.0007324054375,0.000668927769911504,TRUE
"RSV_genus795","Brevundimonas","Proteobacteria",0.0204641478323407,0.0678125683071681,7.15503875968992e-07,0.000235621181524548,3.03782203838517e-05,4.38858580508475e-06,0.0002812552022756,FALSE
"RSV_genus819","Bradyrhizobium","Proteobacteria",0.759637309380204,0.792461143736139,1.77526589147287e-05,4.88724857881137e-05,0.000111801958967571,0.000170636215042373,1.51881554993679e-05,FALSE
"RSV_genus846","Methylobacterium","Proteobacteria",0.425271786867858,0.548881676302604,0.00088299380620155,0.000129352985142119,0.000126010793514229,0.000226171669491525,2.14786687737042e-05,FALSE
"RSV_genus895","Paracocccus","Proteobacteria",0.114620505324642,0.239114811141217,8.85271317829457e-07,3.82540374677002e-05,0.000586408201853077,3.81444809322034e-06,1.14980998735778e-05,FALSE
"RSV_genus960","Porphyrobacter","Proteobacteria",0.321033991667333,0.481589326775361,8.05360465116279e-06,1.28940813953488e-05,4.47751753805427e-06,2.5263404661017e-05,4.86243615676359e-06,FALSE
"RSV_genus964","Blastomonas","Proteobacteria",0.357218901435327,0.515982857628806,9.81541085271318e-06,2.91042125322997e-05,3.84012223692919e-05,4.06158209745763e-05,3.47437926675095e-05,FALSE
"RSV_genus969","Sphingobium","Proteobacteria",0.391775514279029,0.548391339844159,1.96093798449612e-06,2.60629618863049e-05,4.08089410986102e-05,5.49522033898305e-06,1.04052705436157e-05,FALSE
"RSV_genus971","Sphingomonas","Proteobacteria",0.559393786163348,0.638767228794634,5.09686046511628e-06,0.000159782063953488,0.000268858904698875,0.000116444706567797,8.37486675094817e-05,FALSE
"RSV_genus990","Sutterella","Proteobacteria",0.533199611062643,0.621453339790253,2.95148837209302e-06,6.17377260981912e-06,8.87676836532098e-06,7.7751218220339e-06,5.36474083438685e-06,FALSE
"RSV_genus991","Burkholderia","Proteobacteria",5.53061208939226e-08,2.33668360776823e-06,8.80247286821705e-06,0.00029109605620155,2.26316856386499e-05,0.000288844147245763,1.37582149178255e-05,TRUE
