"OTU","Genus","Phylum","p_value","p_adj_BH","X70.75.bpm","X.60.bpm","X60.70.bpm","X75.85.bpm","X85..bpm","in_top_panel"
"RSV_genus735","Selenomonas","Firmicutes",0.925968705539572,0.983656172671008,0.000609115410307235,0.000686395740890689,0.000646548549926578,0.000645328272650296,0.00069148410828877,FALSE
"RSV_genus736","Selenomonas 3","Firmicutes",0.224631881219032,0.534687153887554,0.00157886777601586,0.00143170635222672,0.00154477117033774,0.00139809257154953,0.0013433839197861,FALSE
"RSV_genus737","Selenomonas 4","Firmicutes",0.340402311925573,0.604132430261905,8.92018870168484e-05,9.89053157894738e-05,8.59969089574156e-05,8.56232303132939e-05,0.000113883725935829,FALSE
"RSV_genus740","Veillonella","Firmicutes",0.397575711874593,0.65233296414375,0.0588260466114965,0.0604513519878542,0.0586338481607929,0.0571350769618967,0.0591221185106952,FALSE
"RSV_genus742","Fusobacterium","Fusobacteria",0.450695214267652,0.686193614515614,0.0253065500594648,0.0248154034230769,0.0258498222099853,0.0270212266223539,0.0270392037754011,FALSE
"RSV_genus746","Leptotrichia","Fusobacteria",0.289854949738651,0.598146058138205,0.0182208757740337,0.0186542568299595,0.0187534164038179,0.01874366380779,0.0174314590200535,FALSE
"RSV_genus749","Sneathia","Fusobacteria",0.0764999278873208,0.32321219532393,3.22058612487612e-05,6.10308279352227e-05,3.86338861967694e-05,5.18511481795089e-05,7.13700320855615e-05,FALSE
"RSV_genus750","Streptobacillus","Fusobacteria",0.0435365878657015,0.237912989217954,0.000767753173439048,0.000565510831983806,0.000646987497797357,0.000749453003386961,0.000705246677807487,FALSE
"RSV_genus795","Brevundimonas","Proteobacteria",0.838832875369611,0.931914380083909,0.000517097627353815,7.32514979757085e-05,2.18453149779736e-05,2.17093717188823e-05,3.16797419786096e-05,FALSE
"RSV_genus819","Bradyrhizobium","Proteobacteria",0.789180482438594,0.913503435151523,2.47305381565907e-05,0.000427887921052632,9.73715396475771e-05,1.44104047417443e-05,4.48148021390374e-05,FALSE
"RSV_genus846","Methylobacterium","Proteobacteria",0.0449318174077545,0.237912989217954,0.000175261160555005,7.76388704453441e-05,0.000222231980176211,0.000190375344623201,3.06392526737968e-05,FALSE
"RSV_genus895","Paracocccus","Proteobacteria",0.899989594493605,0.974988727368072,0.000228245389494549,2.36721801619433e-05,1.058453010279e-05,6.30018120237087e-06,0.000981307681818182,FALSE
"RSV_genus960","Porphyrobacter","Proteobacteria",0.445169032116448,0.683941512978906,5.46647770069376e-06,1.01862348178138e-06,1.05199750367107e-05,2.67536104995766e-05,4.65910695187166e-06,FALSE
"RSV_genus964","Blastomonas","Proteobacteria",0.77550201542527,0.910137781992157,5.13103468780971e-05,2.54251761133603e-05,3.73875389133627e-05,2.53322015241321e-05,3.17667393048128e-05,FALSE
"RSV_genus969","Sphingobium","Proteobacteria",0.0185370836874281,0.173590930586142,4.32022596630327e-06,2.76144534412955e-05,6.11934140969163e-05,3.31725656223539e-06,1.43087540106952e-05,FALSE
"RSV_genus971","Sphingomonas","Proteobacteria",0.0584949050443601,0.265152414019936,0.000123815824578791,0.000151299137651822,7.35693634361233e-05,0.000168171363251482,0.000415846105614973,FALSE
"RSV_genus990","Sutterella","Proteobacteria",0.258228378065716,0.598146058138205,2.40825272547076e-06,1.23502813765182e-05,8.45897209985316e-06,2.26444961896698e-06,2.38991764705882e-05,FALSE
"RSV_genus991","Burkholderia","Proteobacteria",0.0319426681834001,0.215932436919785,0.000569939365708622,0.000101045923076923,8.27404500734214e-05,1.19347866215072e-05,1.8902057486631e-05,FALSE
"RSV_genus993","Lautropia","Proteobacteria",0.0584538970040241,0.265152414019936,0.00145183743904856,0.00116435196558704,0.00129628355212922,0.00145213409398815,0.00133480702139037,FALSE
"RSV_genus998","Ralstonia","Proteobacteria",0.843685799720935,0.931914380083909,0.00017903832309217,0.000325290354251012,0.000725655337004405,0.000304124199830652,0.000920737878342246,FALSE
"RSV_genus1007","Curvibacter","Proteobacteria",0.416054658750589,0.663332427630656,5.76059028741328e-05,5.49123056680162e-05,6.05897239353891e-05,6.53882464013548e-05,6.52659786096257e-05,FALSE
"RSV_genus1017","Ottowia","Proteobacteria",0.38972602233096,0.645722527195414,0.000533722270564916,0.000895279038461538,0.000621812484581498,0.00037815699407282,0.000479085323529412,FALSE
"RSV_genus1018","Pelomonas","Proteobacteria",0.798430966890906,0.917878791048998,4.65678057482656e-05,0.000474800868421053,0.000206177881791483,0.000138656307366638,0.000475632415775401,FALSE
"RSV_genus1032","Xenophilus","Proteobacteria",0.95640502902715,0.983656172671008,4.5424360753221e-06,2.74016801619433e-06,9.58686417033774e-06,3.8966799322608e-06,2.76917112299465e-06,FALSE
"RSV_genus1040","Massilia","Proteobacteria",0.436591514236576,0.679569402683393,8.78983102081268e-05,3.40893319838057e-06,2.63320190895742e-06,2.17466731583404e-05,1.98655053475936e-05,FALSE
"RSV_genus1054","Alysiella","Proteobacteria",0.322741339297054,0.604132430261905,7.45410029732409e-05,9.02978400809717e-05,9.05273186490454e-05,8.05226613039797e-05,7.07310240641711e-05,FALSE
