"OTU","Genus","Phylum","p_value","p_adj_BH","control","Heart.failure","in_top_panel"
"RSV_genus846","Methylobacterium","Proteobacteria",0.96774010825283,0.980523400439256,0.000158459832363636,3.0331914893617e-06,FALSE
"RSV_genus895","Paracocccus","Proteobacteria",0.409290350979117,0.659630121851066,0.000337193112727273,0.000134642021276596,FALSE
"RSV_genus960","Porphyrobacter","Proteobacteria",0.588522526073145,0.78825669551857,1.25413410909091e-05,1.34281914893617e-06,FALSE
"RSV_genus964","Blastomonas","Proteobacteria",0.775991805267302,0.864665201215104,3.53887563636363e-05,3.15506595744681e-05,FALSE
"RSV_genus969","Sphingobium","Proteobacteria",0.166362940806172,0.420902841566371,3.78155258181818e-05,0,FALSE
"RSV_genus971","Sphingomonas","Proteobacteria",0.0449669677054103,0.217126215491838,0.000185751747272727,0.000238616712765957,FALSE
"RSV_genus990","Sutterella","Proteobacteria",0.292743792345807,0.556187085307499,2.20930981818182e-06,9.77187234042553e-06,FALSE
"RSV_genus991","Burkholderia","Proteobacteria",0.525986062371394,0.742998197939381,0.000173583443272727,5.91574468085106e-06,FALSE
"RSV_genus993","Lautropia","Proteobacteria",0.0272161624065771,0.153317714890385,0.001278580856,0.00077848694680851,FALSE
"RSV_genus998","Ralstonia","Proteobacteria",0.100192003076116,0.328582592772124,0.000707574714909091,0.000566317404255319,FALSE
"RSV_genus1007","Curvibacter","Proteobacteria",0.307891836717879,0.559773147451121,5.98678618181818e-05,4.05942553191489e-05,FALSE
"RSV_genus1017","Ottowia","Proteobacteria",0.15166427096836,0.420184619568081,0.000613573213818181,0.00203053803191489,FALSE
"RSV_genus1018","Pelomonas","Proteobacteria",0.122903189230614,0.369038823697325,0.00036777288,0.000420951244680851,FALSE
"RSV_genus1032","Xenophilus","Proteobacteria",0.592358581839398,0.78825669551857,6.36604872727273e-06,2.52145744680851e-06,FALSE
"RSV_genus1040","Massilia","Proteobacteria",0.76945362293523,0.864665201215104,1.78442665454545e-05,1.15965957446809e-06,FALSE
"RSV_genus1054","Alysiella","Proteobacteria",0.00188168736474419,0.031946978618066,8.66322992727274e-05,8.8314829787234e-05,TRUE
"RSV_genus1058","Conchiformibius","Proteobacteria",0.00465316070566962,0.0469898714424254,6.99516072727273e-06,0.000169677446808511,TRUE
"RSV_genus1060","Eikenella","Proteobacteria",0.268651359072225,0.540500948609595,0.000323729153818182,0.000136865521276596,FALSE
"RSV_genus1061","Kingella","Proteobacteria",0.000216176036121455,0.00608895835075433,0.000606594229090909,0.000480055914893617,TRUE
"RSV_genus1063","Neisseria","Proteobacteria",0.971311159473242,0.980523400439256,0.0258712847454546,0.0302418383191489,FALSE
"RSV_genus1064","Simonsiella","Proteobacteria",0.0584726289346545,0.25504767286636,6.26230661818182e-05,1.01142872340426e-05,FALSE
"RSV_genus1076","Dechloromonas","Proteobacteria",0.868629784612682,0.92809511095364,0.0001319372,0.000758693361702128,FALSE
"RSV_genus1079","Propionivibrio","Proteobacteria",0.695296744230173,0.851486592571734,3.05048181818182e-06,8.34042553191489e-07,FALSE
"RSV_genus1082","Zoogloea","Proteobacteria",0.162485056164201,0.420902841566371,1.63779749090909e-05,0,FALSE
"RSV_genus1090","Desulfobulbus","Proteobacteria",0.242406370231061,0.499593616695723,0.000125077313818182,0.000174073936170213,FALSE
"RSV_genus1095","Desulfomicrobium","Proteobacteria",0.844329088725622,0.916064715569703,4.53401767272727e-05,4.22805106382979e-05,FALSE
"RSV_genus1096","Bilophila","Proteobacteria",0.3703712600204,0.625927429434475,1.79964970909091e-05,4.87137234042553e-06,FALSE
"RSV_genus1097","Desulfovibrio","Proteobacteria",0.377217404617358,0.631185558221124,2.51691185454545e-05,5.08233404255319e-05,FALSE
"RSV_genus1133","Campylobacter","Proteobacteria",0.0138406381428739,0.106321265733895,0.00522610350327273,0.00429984079787234,FALSE
"RSV_genus1137","Rs-M59 termite group","Proteobacteria",0.769115642413727,0.864665201215104,1.26627621818182e-05,1.29148936170213e-06,FALSE
"RSV_genus1139","Wolinella","Proteobacteria",0.228314289642036,0.4823139368688,2.05877636363636e-05,7.18581914893617e-06,FALSE
"RSV_genus1161","Cardiobacterium","Proteobacteria",4.30698975150037e-05,0.00239784968585314,0.000902975710545455,0.000305190436170213,TRUE
"RSV_genus1181","Escherichia/Shigella","Proteobacteria",0.675634601942898,0.835345691729908,0.00109018026509091,0.000313255138297872,FALSE
"RSV_genus1188","Pantoea","Proteobacteria",0.221389970268144,0.475041279707837,0.000192039179636364,2.19690425531915e-06,FALSE
"RSV_genus1198","Yersinia","Proteobacteria",0.0806201156061163,0.302773323054081,0.000129070325090909,0.000154475382978723,FALSE
"RSV_genus1228","Actinobacillus","Proteobacteria",2.33824187624678e-06,0.000395162877085706,0.00499902861127272,0.00212963038297872,TRUE
"RSV_genus1229","Aggregatibacter","Proteobacteria",0.0981956936825333,0.328582592772124,0.00551861014181818,0.0049880015,FALSE
"RSV_genus1233","Haemophilus","Proteobacteria",0.0258488960299067,0.150636669967387,0.0555108643807273,0.0476032825851064,FALSE
"RSV_genus1234","Mannheimia","Proteobacteria",0.00641242791607661,0.0519636100529211,0.00132115482945455,0.000424093723404255,FALSE
"RSV_genus1238","Acinetobacter","Proteobacteria",0.0172292452494311,0.116469697886154,0.000596372760727273,0.000370845031914894,FALSE
"RSV_genus1241","Moraxella","Proteobacteria",0.278105888703828,0.547831986618672,0.000362360277090909,0.000792190276595744,FALSE
"RSV_genus1246","Azomonas","Proteobacteria",0.434869291401819,0.68684962847577,2.19492832727273e-05,1.10955319148936e-06,FALSE
"RSV_genus1248","Pseudomonas","Proteobacteria",0.351322664471553,0.621805121511755,0.000832889365090909,0.000230346829787234,FALSE
"RSV_genus1257","Aliivibrio","Proteobacteria",0.357695951848973,0.621805121511755,2.59915752727273e-05,0.00085952520212766,FALSE
"RSV_genus1282","Stenotrophomonas","Proteobacteria",0.717681917719897,0.85414256404692,0.000299240845818182,0.000165963234042553,FALSE
"RSV_genus1285","Xanthomonas","Proteobacteria",0.478301257394602,0.71217502568027,1.93310607272727e-05,8.96673404255319e-06,FALSE
"RSV_genus1299","Candidatus Saccharimonas","Saccharibacteria",0.735611447290774,0.863321768000978,3.56427647272728e-05,3.88168085106383e-05,FALSE
"RSV_genus1307","Treponema 2","Spirochaetae",0.118515048468499,0.369038823697325,0.00512502302581818,0.00449403292553191,FALSE
"RSV_genus1309","Fretibacterium","Synergistetes",0.161415154579872,0.420902841566371,0.000649293977454547,0.000713272382978723,FALSE
"RSV_genus1311","Pyramidobacter","Synergistetes",0.00189035376438261,0.031946978618066,1.68612767272727e-05,3.71183829787234e-05,TRUE
"RSV_genus1314","Acholeplasma","Tenericutes",0.233923267635109,0.488062126300412,0.000340735167272727,0.00017040129787234,FALSE
"RSV_genus1322","Mycoplasma","Tenericutes",0.220869491992826,0.475041279707837,0.000790758004363636,0.000627855712765957,FALSE
"RSV_genus1333","Opitutus","Verrucomicrobia",0.577501620396388,0.78825669551857,9.28237527272727e-06,1.64285106382979e-06,FALSE
"RSV_genus1344","Akkermansia","Verrucomicrobia",0.218289349829268,0.475041279707837,0.000194986858909091,3.37966808510638e-05,FALSE
